timestamp_utc,hostname,client_id,client_private_ip,scenario,cpu_percent,cpu_freq_mhz,ram_percent,loadavg_1m,disk_read_Bps,disk_write_Bps,net_tx_Bps,net_rx_Bps,disk_read_bytes_total,disk_write_bytes_total,net_tx_bytes_total,net_rx_bytes_total,ping_rtt_ms,ping_jitter_ms,ping_loss_pct
2026-01-24T23:17:22.640072+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.00,2500.00,21.70,0.000,0.00,0.00,0.00,0.00,23219175936,32875100160,23546239,4394533600,0.317,0.113,0.00
2026-01-24T23:17:25.639889+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.80,2500.00,21.70,0.000,0.00,0.00,4320.88,5746.07,23219175936,32875100160,23559203,4394550840,0.270,0.005,0.00
2026-01-24T23:17:28.641099+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,234.66,177.33,23219175936,32875100160,23559907,4394551372,0.300,0.034,0.00
2026-01-24T23:17:31.640387+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,220.66,167.99,23219175936,32875100160,23560569,4394551876,0.272,0.010,0.00
2026-01-24T23:17:34.640226+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,111952.05,195.99,167.99,23219175936,32875436032,23561157,4394552380,0.279,0.026,0.00
2026-01-24T23:17:37.641001+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219175936,32875436032,23561745,4394552884,0.331,0.019,0.00
2026-01-24T23:17:40.641495+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.70,0.000,0.00,0.00,953.29,1135.95,23219175936,32875436032,23564605,4394556292,0.248,0.027,0.00
2026-01-24T23:17:43.641781+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.80,2500.00,21.70,0.000,20479.09,0.00,3460.51,4297.14,23219237376,32875436032,23574987,4394569184,0.320,0.041,0.00
2026-01-24T23:17:46.641131+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875436032,23575575,4394569688,0.291,0.053,0.00
2026-01-24T23:17:49.641723+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.98,167.99,23219237376,32875436032,23576163,4394570192,0.263,0.021,0.00
2026-01-24T23:17:52.641738+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,196.00,168.00,23219237376,32875436032,23576751,4394570696,0.266,0.012,0.00
2026-01-24T23:17:55.641691+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,4095.79,461.31,377.31,23219237376,32875448320,23578135,4394571828,0.265,0.017,0.00
2026-01-24T23:17:58.642750+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,299.98,193.32,23219237376,32875448320,23579035,4394572408,0.290,0.049,0.00
2026-01-24T23:18:01.653378+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,220.65,167.99,23219237376,32875448320,23579697,4394572912,0.269,0.011,0.00
2026-01-24T23:18:04.641761+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.70,2500.00,21.70,0.000,0.00,50517.02,220.67,168.00,23219237376,32875599872,23580359,4394573416,0.282,0.019,0.00
2026-01-24T23:18:07.642135+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,12287.72,196.00,168.00,23219237376,32875636736,23580947,4394573920,0.273,0.027,0.00
2026-01-24T23:18:10.641455+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,209.99,177.33,23219237376,32875636736,23581577,4394574452,0.284,0.022,0.00
2026-01-24T23:18:13.643204+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,250.66,193.33,23219237376,32875636736,23582329,4394575032,0.273,0.033,0.00
2026-01-24T23:18:16.642676+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,168.00,23219237376,32875636736,23582917,4394575536,0.285,0.020,0.00
2026-01-24T23:18:19.643561+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875636736,23583505,4394576040,0.317,0.054,0.00
2026-01-24T23:18:22.642752+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,209.99,177.32,23219237376,32875636736,23584135,4394576572,0.270,0.018,0.00
2026-01-24T23:18:25.643665+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.70,0.000,0.00,0.00,209.99,177.33,23219237376,32875636736,23584765,4394577104,0.235,0.012,0.00
2026-01-24T23:18:28.643213+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,2730.51,225.99,193.32,23219237376,32875644928,23585443,4394577684,0.264,0.017,0.00
2026-01-24T23:18:31.643278+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,168.00,23219237376,32875644928,23586031,4394578188,0.249,0.055,0.00
2026-01-24T23:18:34.644017+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875644928,23586619,4394578692,0.268,0.004,0.00
2026-01-24T23:18:37.643543+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,5461.13,195.99,167.99,23219237376,32875661312,23587207,4394579196,0.235,0.004,0.00
2026-01-24T23:18:40.644592+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,13652.85,195.99,167.99,23219237376,32875702272,23587795,4394579700,0.291,0.030,0.00
2026-01-24T23:18:43.644368+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875702272,23588383,4394580204,0.250,0.017,0.00
2026-01-24T23:18:46.645040+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,225.99,193.32,23219237376,32875702272,23589061,4394580784,0.251,0.042,0.00
2026-01-24T23:18:49.644255+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.70,0.000,0.00,0.00,209.99,177.32,23219237376,32875702272,23589691,4394581316,0.281,0.031,0.00
2026-01-24T23:18:52.644331+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,209.99,177.33,23219237376,32875702272,23590321,4394581848,0.274,0.022,0.00
2026-01-24T23:18:55.644640+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,36862.70,195.99,167.99,23219237376,32875812864,23590909,4394582352,0.280,0.021,0.00
2026-01-24T23:18:58.645403+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875812864,23591497,4394582856,0.308,0.030,0.00
2026-01-24T23:19:01.666239+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,1365.28,225.99,193.33,23219237376,32875816960,23592175,4394583436,0.274,0.017,0.00
2026-01-24T23:19:04.645199+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.80,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875816960,23592763,4394583940,0.228,0.059,0.00
2026-01-24T23:19:07.643906+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875816960,23593351,4394584444,0.251,0.006,0.00
2026-01-24T23:19:10.646259+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,8191.36,195.98,167.99,23219237376,32875841536,23593939,4394584948,0.316,0.057,0.00
2026-01-24T23:19:13.645440+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,6826.46,195.99,167.99,23219237376,32875862016,23594527,4394585452,0.314,0.086,0.00
2026-01-24T23:19:16.646215+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875862016,23595115,4394585956,0.258,0.019,0.00
2026-01-24T23:19:19.646166+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,225.99,193.33,23219237376,32875862016,23595793,4394586536,0.287,0.004,0.00
2026-01-24T23:19:22.645974+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875862016,23596381,4394587040,0.259,0.014,0.00
2026-01-24T23:19:25.646214+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,209.99,177.32,23219237376,32875862016,23597011,4394587572,0.258,0.100,0.00
2026-01-24T23:19:28.646301+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.70,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875862016,23597599,4394588076,0.269,0.005,0.00
2026-01-24T23:19:31.646545+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875862016,23598187,4394588580,0.243,0.005,0.00
2026-01-24T23:19:34.646079+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,2730.62,226.00,193.33,23219237376,32875870208,23598865,4394589160,0.267,0.018,0.00
2026-01-24T23:19:37.645740+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,209.99,177.33,23219237376,32875870208,23599495,4394589692,0.257,0.012,0.00
2026-01-24T23:19:40.646118+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,209.97,177.31,23219237376,32875870208,23600125,4394590224,0.278,0.042,0.00
2026-01-24T23:19:43.647011+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,2730.73,196.00,168.00,23219237376,32875878400,23600713,4394590728,0.269,0.031,0.00
2026-01-24T23:19:46.647598+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,6826.39,195.99,167.99,23219237376,32875898880,23601301,4394591232,0.414,0.137,0.00
2026-01-24T23:19:49.647171+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,225.99,193.33,23219237376,32875898880,23601979,4394591812,0.271,0.016,0.00
2026-01-24T23:19:52.647760+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875898880,23602567,4394592316,0.285,0.013,0.00
2026-01-24T23:19:55.649409+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875898880,23603155,4394592820,0.328,0.059,0.00
2026-01-24T23:19:58.647165+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.70,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875898880,23603743,4394593324,0.256,0.038,0.00
2026-01-24T23:20:01.661281+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.00,2500.00,21.70,0.000,0.00,0.00,195.98,167.98,23219237376,32875898880,23604331,4394593828,0.256,0.029,0.00
2026-01-24T23:20:04.647628+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,1.00,2500.00,21.70,0.000,0.00,0.00,196.01,168.01,23219237376,32875898880,23604919,4394594332,0.273,0.020,0.00
2026-01-24T23:20:07.647345+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,1365.29,225.99,193.33,23219237376,32875902976,23605597,4394594912,0.271,0.033,0.00
2026-01-24T23:20:10.647960+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875902976,23606185,4394595416,0.280,0.028,0.00
2026-01-24T23:20:13.648054+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,0.00,195.99,167.99,23219237376,32875902976,23606773,4394595920,0.285,0.021,0.00
2026-01-24T23:20:16.648422+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.70,0.000,0.00,2730.54,195.99,167.99,23219237376,32875911168,23607361,4394596424,0.283,0.012,0.00
2026-01-24T23:20:19.649380+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,6.00,2500.00,21.90,0.000,0.00,83279.16,418.64,405.30,23219237376,32876161024,23608617,4394597640,0.271,0.044,0.00
2026-01-24T23:20:22.648105+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,275.33,193.33,23219237376,32876161024,23609443,4394598220,0.283,0.009,0.00
2026-01-24T23:20:25.648968+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,269.99,167.99,23219237376,32876161024,23610253,4394598724,0.274,0.022,0.00
2026-01-24T23:20:28.653694+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,262.65,195.99,23219237376,32876161024,23611041,4394599312,0.251,0.016,0.00
2026-01-24T23:20:31.648147+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,220.65,167.99,23219237376,32876161024,23611703,4394599816,0.267,0.007,0.00
2026-01-24T23:20:34.648517+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,196.00,168.00,23219237376,32876161024,23612291,4394600320,0.271,0.022,0.00
2026-01-24T23:20:37.649303+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876161024,23612879,4394600824,0.293,0.025,0.00
2026-01-24T23:20:40.649615+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,2730.55,250.66,193.33,23219237376,32876169216,23613631,4394601404,0.279,0.026,0.00
2026-01-24T23:20:43.649524+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876169216,23614219,4394601908,0.284,0.016,0.00
2026-01-24T23:20:46.647814+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876169216,23614807,4394602412,0.258,0.040,0.00
2026-01-24T23:20:49.650394+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,30036.49,195.99,168.00,23219237376,32876259328,23615395,4394602916,0.336,0.076,0.00
2026-01-24T23:20:52.649862+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,117413.32,195.99,167.99,23219237376,32876611584,23615983,4394603420,0.273,0.022,0.00
2026-01-24T23:20:55.648919+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,250.65,193.32,23219237376,32876611584,23616735,4394604000,0.253,0.028,0.00
2026-01-24T23:20:58.650117+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876611584,23617323,4394604504,0.329,0.020,0.00
2026-01-24T23:21:01.653491+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,195.98,167.98,23219237376,32876611584,23617911,4394605008,0.704,0.563,0.00
2026-01-24T23:21:04.649909+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,196.00,168.00,23219237376,32876611584,23618499,4394605512,0.263,0.042,0.00
2026-01-24T23:21:07.649953+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,196.00,168.00,23219237376,32876611584,23619087,4394606016,0.272,0.021,0.00
2026-01-24T23:21:10.651201+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,225.98,193.32,23219237376,32876611584,23619765,4394606596,0.283,0.022,0.00
2026-01-24T23:21:13.651336+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,1365.28,195.99,167.99,23219237376,32876615680,23620353,4394607100,0.306,0.044,0.00
2026-01-24T23:21:16.651251+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,17748.67,195.99,167.99,23219237376,32876668928,23620941,4394607604,0.324,0.057,0.00
2026-01-24T23:21:19.650854+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,8191.88,210.00,177.33,23219237376,32876693504,23621571,4394608136,0.268,0.029,0.00
2026-01-24T23:21:22.651913+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,9556.72,195.99,167.99,23219237376,32876722176,23622159,4394608640,0.256,0.011,0.00
2026-01-24T23:21:25.651187+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876722176,23622747,4394609144,0.304,0.054,0.00
2026-01-24T23:21:28.650534+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,239.99,202.65,23219237376,32876722176,23623467,4394609752,0.260,0.014,0.00
2026-01-24T23:21:31.651648+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,209.99,177.33,23219237376,32876722176,23624097,4394610284,0.325,0.070,0.00
2026-01-24T23:21:34.650106+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876722176,23624685,4394610788,0.294,0.017,0.00
2026-01-24T23:21:37.651564+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876722176,23625273,4394611292,0.291,0.048,0.00
2026-01-24T23:21:40.652068+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876722176,23625861,4394611796,0.313,0.018,0.00
2026-01-24T23:21:43.651571+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,226.00,193.33,23219237376,32876722176,23626539,4394612376,0.288,0.023,0.00
2026-01-24T23:21:46.651535+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,55976.83,195.99,167.99,23219237376,32876890112,23627127,4394612880,0.268,0.021,0.00
2026-01-24T23:21:49.652191+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876890112,23627715,4394613384,0.275,0.023,0.00
2026-01-24T23:21:52.650879+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,12287.35,195.99,167.99,23219237376,32876926976,23628303,4394613888,0.253,0.004,0.00
2026-01-24T23:21:55.651755+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,196.00,168.00,23219237376,32876926976,23628891,4394614392,0.262,0.023,0.00
2026-01-24T23:21:58.652759+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.20,2500.00,21.90,0.000,0.00,0.00,225.99,193.32,23219237376,32876926976,23629569,4394614972,0.265,0.014,0.00
2026-01-24T23:22:01.654113+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.50,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876926976,23630157,4394615476,0.294,0.005,0.00
2026-01-24T23:22:04.653544+00:00,ip-172-31-42-0,client3,172.31.42.0,normal,0.30,2500.00,21.90,0.000,0.00,0.00,195.99,167.99,23219237376,32876926976,23630745,4394615980,0.280,0.020,0.00
