timestamp_utc,hostname,client_id,client_private_ip,scenario,cpu_percent,cpu_freq_mhz,ram_percent,loadavg_1m,disk_read_Bps,disk_write_Bps,net_tx_Bps,net_rx_Bps,disk_read_bytes_total,disk_write_bytes_total,net_tx_bytes_total,net_rx_bytes_total,ping_rtt_ms,ping_jitter_ms,ping_loss_pct
2026-01-24T23:17:53.346739+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.10,0.000,0.00,0.00,0.00,0.00,1336971264,4798711808,10975033,263692916,999.000,0.000,100.00
2026-01-24T23:17:56.355128+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.10,0.000,0.00,0.00,4403.93,5910.47,1336971264,4798711808,10988281,263710696,999.000,0.000,100.00
2026-01-24T23:17:59.363864+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.30,,22.10,0.000,0.00,0.00,97.73,0.00,1336971264,4798711808,10988575,263710696,999.000,0.000,100.00
2026-01-24T23:18:02.372705+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.10,0.000,0.00,0.00,127.63,0.00,1336971264,4798711808,10988959,263710696,999.000,0.000,100.00
2026-01-24T23:18:05.381326+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.10,0.000,0.00,0.00,97.71,0.00,1336971264,4798711808,10989253,263710696,999.000,0.000,100.00
2026-01-24T23:18:08.389681+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.10,0.000,0.00,57179.80,730.57,829.62,1336971264,4798883840,10991451,263713192,999.000,0.000,100.00
2026-01-24T23:18:11.398487+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.50,,22.20,0.000,0.00,0.00,3521.50,4155.06,1336971264,4798883840,11002045,263725692,999.000,0.000,100.00
2026-01-24T23:18:14.407190+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.20,0.000,0.00,0.00,97.72,0.00,1336971264,4798883840,11002339,263725692,999.000,0.000,100.00
2026-01-24T23:18:17.415956+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,111.67,9.31,1336971264,4798883840,11002675,263725720,999.000,0.000,100.00
2026-01-24T23:18:20.424438+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.72,0.00,1336971264,4798883840,11002969,263725720,999.000,0.000,100.00
2026-01-24T23:18:23.432746+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.73,0.00,1336971264,4798883840,11003263,263725720,999.000,0.000,100.00
2026-01-24T23:18:26.441063+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.30,,22.20,0.000,0.00,2723.11,127.65,25.26,1336971264,4798892032,11003647,263725796,999.000,0.000,100.00
2026-01-24T23:18:29.449371+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.20,0.000,0.00,1361.55,97.73,0.00,1336971264,4798896128,11003941,263725796,999.000,0.000,100.00
2026-01-24T23:18:32.457821+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.73,0.00,1336971264,4798896128,11004235,263725796,999.000,0.000,100.00
2026-01-24T23:18:35.466385+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.72,0.00,1336971264,4798896128,11004529,263725796,999.000,0.000,100.00
2026-01-24T23:18:38.474610+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,43566.62,97.72,0.00,1336971264,4799027200,11004823,263725796,999.000,0.000,100.00
2026-01-24T23:18:41.482844+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.20,0.000,0.00,9531.34,111.70,9.31,1336971264,4799055872,11005159,263725824,999.000,0.000,100.00
2026-01-24T23:18:44.491140+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,127.65,25.26,1336971264,4799055872,11005543,263725900,999.000,0.000,100.00
2026-01-24T23:18:47.499533+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.30,,22.20,0.000,0.00,0.00,97.73,0.00,1336971264,4799055872,11005837,263725900,999.000,0.000,100.00
2026-01-24T23:18:50.507938+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.72,0.00,1336971264,4799055872,11006131,263725900,999.000,0.000,100.00
2026-01-24T23:18:53.516540+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.00,,22.20,0.000,0.00,0.00,97.73,0.00,1336971264,4799055872,11006425,263725900,999.000,0.000,100.00
2026-01-24T23:18:56.525035+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.72,0.00,1336971264,4799055872,11006719,263725900,999.000,0.000,100.00
2026-01-24T23:18:59.533466+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,127.64,25.26,1336971264,4799055872,11007103,263725976,999.000,0.000,100.00
2026-01-24T23:19:02.541906+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,2723.08,97.73,0.00,1336971264,4799064064,11007397,263725976,999.000,0.000,100.00
2026-01-24T23:19:05.550910+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.72,0.00,1336971264,4799064064,11007691,263725976,999.000,0.000,100.00
2026-01-24T23:19:08.559543+00:00,ip-172-31-17-241,client4,172.31.17.241,normal,0.20,,22.20,0.000,0.00,0.00,97.71,0.00,1336971264,4799064064,11007985,263725976,999.000,0.000,100.00
