timestamp_utc,hostname,client_id,client_private_ip,scenario,cpu_percent,cpu_freq_mhz,ram_percent,loadavg_1m,disk_read_Bps,disk_write_Bps,net_tx_Bps,net_rx_Bps,disk_read_bytes_total,disk_write_bytes_total,net_tx_bytes_total,net_rx_bytes_total,ping_rtt_ms,ping_jitter_ms,ping_loss_pct
2026-01-24T23:18:34.931201+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.00,,10.80,0.000,0.00,0.00,0.00,0.00,694041600,4417996800,11097497,263662380,999.000,0.000,100.00
2026-01-24T23:18:37.937746+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.20,,10.80,0.000,0.00,0.00,1624.40,2095.36,694041600,4417996800,11102381,263668680,999.000,0.000,100.00
2026-01-24T23:18:40.944351+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.20,,10.80,0.000,0.00,0.00,147.02,0.00,694041600,4417996800,11102823,263668680,999.000,0.000,100.00
2026-01-24T23:18:43.950821+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.30,,10.80,0.000,10898.64,0.00,4524.03,5366.84,694074368,4417996800,11116425,263684816,999.000,0.000,100.00
2026-01-24T23:18:46.957249+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.20,,10.80,0.000,0.00,0.00,97.79,0.00,694074368,4417996800,11116719,263684816,999.000,0.000,100.00
2026-01-24T23:18:49.963686+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.00,,10.80,0.000,0.00,0.00,201.57,65.19,694074368,4417996800,11117325,263685012,999.000,0.000,100.00
2026-01-24T23:18:52.970162+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.20,,10.80,0.000,0.00,0.00,171.63,19.96,694074368,4417996800,11117841,263685072,999.000,0.000,100.00
2026-01-24T23:18:55.976656+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.00,,10.80,0.000,0.00,0.00,122.40,19.96,694074368,4417996800,11118209,263685132,999.000,0.000,100.00
2026-01-24T23:18:58.983024+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.20,,10.80,0.000,0.00,0.00,122.40,0.00,694074368,4417996800,11118577,263685132,999.000,0.000,100.00
2026-01-24T23:19:01.989554+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.20,,10.80,0.000,0.00,0.00,97.79,0.00,694074368,4417996800,11118871,263685132,999.000,0.000,100.00
2026-01-24T23:19:04.996435+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.00,,10.80,0.000,0.00,0.00,122.40,19.96,694074368,4417996800,11119239,263685192,999.000,0.000,100.00
2026-01-24T23:19:08.002890+00:00,ip-172-31-15-7,client5,172.31.15.7,normal,0.30,,10.80,0.000,0.00,61299.81,176.93,45.23,694074368,4418181120,11119771,263685328,999.000,0.000,100.00
